"","Ambystoma altamirani","Ambystoma mexicanum","Ambystoma rivulare","Andrias japonicus","Aquiloeurycea cafetalera","Batrachoseps attenuatus","Batrachuperus tibetanus","Bolitoglossa franklini","Bolitoglossa lincolni","Chiropterotriton nubilus","Cryptobranchus alleganiensis","Cynops pyrrhogaster","Desmognathus monticola","Echinotriton andersoni","Ensatina eschscholtzii","Eurycea bislineata","Ichthyosaura alpestris","Lissotriton boscai","Lissotriton helveticus","Lissotriton vulgaris","Notophthalmus viridescens","Parvimolge townsendi","Plethodon cinereus","Plethodon glutinosus","Pseudoeurycea altamontana","Aquiloeurycea cephalica","Pseudoeurycea gadovii","Pseudoeurycea granitum","Pseudoeurycea leprosa","Pseudoeurycea longicauda","Pseudoeurycea lynchi","Pseudoeurycea melanomolga","Pseudoeurycea nigromaculata","Pseudoeurycea rex","Pseudoeurycea robertsi","Pseudoeurycea sp","Salamandra salamandra","Taricha granulosa","Taricha torosa","Triturus cristatus","Triturus marmoratus"
"Lissotriton vulgaris",0.406989836168534,0.469155559426306,0.507401671783447,0.248974758834103,0.40596712021548,0.336672004450927,0.771782908856968,0.573660082849913,0.682111493862501,0.466164530959601,0.661219930988144,0.187912185755274,0.638103737320381,0.473364965458943,0.323256586346804,0.571406919498378,0.314627536455209,0.33819113925179,0.172414483325589,0,0.601865840326108,0.457408720467099,0.53499069989556,0.486034802686057,0.617105683148151,0.665562171181604,0.650585670017233,0.403943736123667,0.695622827800579,0.662330875852969,0.427854556214752,0.676020879188514,0.436993084174607,0.517643143793246,0.53194528861895,0.527492273043565,0.352962987571077,0.298811100228755,0.349167471115888,0.101067144022713,0.420146996367915
"Notophthalmus viridescens",0.713325061852026,0.700979365346582,0.675348352369486,0.629709082859464,0.62267941030911,0.663230655458126,0.83618354627699,0.575260407043821,0.652017054772057,0.653826679548848,0.740178445174841,0.579664206842915,0.112754537040098,0.68935447238751,0.64859478792068,0.1086426483585,0.63061044878128,0.532313132662467,0.686428680428913,0.601865840326108,0,0.645298090973987,0.249725252668265,0.545482413836933,0.603507621037627,0.62500846868715,0.617856448326302,0.608798839713444,0.659336625993476,0.669999445050778,0.618172619104105,0.650939274792486,0.586223872769888,0.541356232904226,0.576986345275522,0.54000092660978,0.574272692229201,0.656000517327449,0.672304649386609,0.615111138179043,0.570695598085138
"Parvimolge townsendi",0.271320454995385,0.790352158390133,0.4360921639158,0.427891480911261,0.204948491187302,0.482371447036301,0.872586409093847,0.556371387967787,0.738197336834978,0.13958435056881,0.852303719740538,0.466551799487727,0.65056650369604,0.702802890049603,0.47545607148637,0.591412467955264,0.468601897707631,0.51401132467123,0.478571919928458,0.457408720467099,0.645298090973987,0,0.596158634725308,0.630947340430972,0.648584431258171,0.548372306281522,0.632517152193777,0.369535543448587,0.628893943588825,0.559470334333163,0.139817490840407,0.681031601558824,0.286906334747236,0.570761388120164,0.605722873638474,0.605464944052919,0.517981745932889,0.511425666524159,0.394863868597469,0.458039521280453,0.422709220904259
"Plethodon cinereus",0.623422809445842,0.707005809381452,0.68924470045967,0.574116656610523,0.496788855314096,0.510214239342134,0.769717822553956,0.552893528085111,0.631405407741752,0.602567385876176,0.763715263068461,0.490201808590332,0.277088979133911,0.65588455607374,0.507715499258363,0.201037578406684,0.581741174386426,0.464198091524842,0.639855186299194,0.53499069989556,0.249725252668265,0.596158634725308,0,0.413451380792268,0.538899706358055,0.619607178572293,0.608349320380424,0.476023084994753,0.65830140128684,0.576176989258804,0.556308433583441,0.60054902576616,0.466538669716807,0.514091123129603,0.448102473257478,0.52547313976725,0.475464205355866,0.555698319818959,0.525313198239975,0.579244823598908,0.485245787101854
"Plethodon glutinosus",0.609083189639454,0.599423502349102,0.618894814965318,0.564988024908191,0.488688838852613,0.387889338225448,0.668401648232487,0.452956965460283,0.493492078256286,0.641435302645886,0.645158129647917,0.478236288941905,0.598703906133458,0.57360678279977,0.39993967605765,0.554753360826951,0.53960464611672,0.317156493036577,0.599489768801488,0.486034802686057,0.545482413836933,0.630947340430972,0.413451380792268,0,0.40713965889201,0.599111550316463,0.529904547186255,0.426934928403117,0.585979973215293,0.506985879245538,0.570995608692752,0.490407589872905,0.430088228640374,0.365999516085899,0.326181654489421,0.406024438204995,0.336252555661091,0.514129176831907,0.433648765427144,0.519403582616035,0.384579116223833
"Pseudoeurycea altamontana",0.69552078700191,0.632997722331504,0.676834190067547,0.674273953807455,0.579814774042798,0.533945264869259,0.780002063770509,0.471826126954922,0.559292904493003,0.64361036639857,0.721472453710288,0.591360932572159,0.623369746962435,0.644506479183899,0.550612648082891,0.607613370813154,0.645832091642727,0.482069668146927,0.70743670886076,0.617105683148151,0.603507621037627,0.648584431258171,0.538899706358055,0.40713965889201,0,0.460399239543726,0.379919361907266,0.577327619789638,0.446504916631039,0.421900902560324,0.604559119977756,0.31093141860153,0.570777027027027,0.475365963758303,0.324344853778959,0.485159701416747,0.519398951628235,0.614924211693999,0.553200906688842,0.620628147253742,0.493595408831064
"Aquiloeurycea cephalica",0.74952469541225,0.708279190644143,0.69064787138768,0.492127327142291,0.573573315725619,0.606257180304526,0.805898044229186,0.4956979995698,0.666345308645476,0.609557718690795,0.784669921613128,0.636876010250345,0.615577989705119,0.63395763099846,0.59177768845874,0.61535443421984,0.460378203784928,0.553831529295257,0.743665502730773,0.665562171181604,0.62500846868715,0.548372306281522,0.619607178572293,0.599111550316463,0.460399239543726,0,0.373097991479002,0.582985899658032,0.388653890083576,0.385337682032532,0.465941664942818,0.438382551015975,0.611804231362935,0.488242280589694,0.44373989275683,0.544578699934028,0.499622247513805,0.679020536172009,0.626006475645346,0.64188962677451,0.378703680163141
"Pseudoeurycea gadovii",0.761121115226873,0.68929016595642,0.74714596954737,0.639820446249165,0.585056622353521,0.58669093994132,0.801814882032668,0.506733906852566,0.647663992449269,0.632024788519993,0.733617743303841,0.6210700658526,0.616992412717177,0.577268348717206,0.567445555864735,0.628246875179492,0.589682499874605,0.487722883460719,0.754041850754964,0.650585670017233,0.617856448326302,0.632517152193777,0.608349320380424,0.529904547186255,0.379919361907266,0.373097991479002,0,0.580196538474617,0.388493346113551,0.42620123968868,0.499095348651029,0.290378177720327,0.573280749322159,0.492630693763139,0.402963636798889,0.537854558800398,0.437329960891005,0.664557050120078,0.61740303351763,0.62065845725821,0.391614754876544
"Pseudoeurycea granitum",0.405182303803822,0.664855016201331,0.54052883036743,0.372231039594366,0.222549754186713,0.310280888562511,0.724614492753623,0.490981564524165,0.587321382177189,0.382512284238377,0.780506147785603,0.346528264916814,0.638069390695415,0.619368132960992,0.320257007561292,0.554188944216251,0.419317980120696,0.348987305476631,0.513004627413436,0.403943736123667,0.608798839713444,0.369535543448587,0.476023084994753,0.426934928403117,0.577327619789638,0.582985899658032,0.580196538474617,0,0.612951189855828,0.54216059047193,0.318146953186827,0.587754897539957,0.237166449369839,0.43289224952741,0.48695751224513,0.479425774014289,0.284651735804648,0.436594921507789,0.338291127575657,0.448630232105989,0.348420692538675
"Pseudoeurycea leprosa",0.811843082721388,0.690969471047748,0.778629087053367,0.630757708151292,0.603980292937667,0.68351734844929,0.84846038519202,0.395989732164479,0.699279966116053,0.64826037943095,0.799377829144745,0.690330315742054,0.635352729619154,0.704037946791677,0.701903207817937,0.657864477942782,0.597262013773234,0.609352150249935,0.792696896833318,0.695622827800579,0.659336625993476,0.628893943588825,0.65830140128684,0.585979973215293,0.446504916631039,0.388653890083576,0.388493346113551,0.612951189855828,0,0.390642064177928,0.597788842087937,0.475459564399685,0.627051426729002,0.510506263448464,0.581322539744465,0.457219673359104,0.571758545681896,0.744295235418389,0.696435505554427,0.692560645758358,0.518602573597206
"Pseudoeurycea longicauda",0.758362220321433,0.692130437818588,0.78542120237657,0.536546126721257,0.526039788928583,0.625620505683136,0.790992155595382,0.551977328352441,0.673831712128427,0.608657289666269,0.780776757961717,0.657081006060652,0.663099904650917,0.680443698547155,0.637926887926888,0.663100518975965,0.52760008823205,0.555390640012192,0.763234553967697,0.662330875852969,0.669999445050778,0.559470334333163,0.576176989258804,0.506985879245538,0.421900902560324,0.385337682032532,0.42620123968868,0.54216059047193,0.390642064177928,0,0.524029532998143,0.450451712304783,0.552214881403661,0.553137757291194,0.461656677424312,0.567475230611548,0.509936314615098,0.679128095853565,0.643672494800894,0.683225662731121,0.421428639924819
"Pseudoeurycea lynchi",0.290914562978514,0.774561356965928,0.517968172053506,0.402315538625925,0.154458044804459,0.400327930408661,0.837666667720109,0.523266830892504,0.716442823035587,0.195213019758438,0.838675907769689,0.432644617940882,0.630100458957086,0.627564021725423,0.381398732285306,0.566672194392383,0.441212934417333,0.457233532007121,0.510880293274428,0.427854556214752,0.618172619104105,0.139817490840407,0.556308433583441,0.570995608692752,0.604559119977756,0.465941664942818,0.499095348651029,0.318146953186827,0.597788842087937,0.524029532998143,0,0.585774719348411,0.228598583852112,0.497440316453145,0.480089107389768,0.551342485451727,0.431298934748654,0.487518126474219,0.397339019397234,0.431037028343851,0.322306080403625
"Pseudoeurycea melanomolga",0.761177272039158,0.704070904285111,0.756734918649951,0.706031580758591,0.622586999703691,0.577404874993475,0.802816901408451,0.544073127002322,0.652367766461726,0.682643427741467,0.751004801320906,0.644136363985292,0.648247534813161,0.621318905105117,0.568114055461331,0.637633980702865,0.680718616952651,0.54230413008967,0.780604911465182,0.676020879188514,0.650939274792486,0.681031601558824,0.60054902576616,0.490407589872905,0.31093141860153,0.438382551015975,0.290378177720327,0.587754897539957,0.475459564399685,0.450451712304783,0.585774719348411,0,0.610035530418389,0.51988375270126,0.387593266769996,0.571525938619723,0.521971123666038,0.685122311210815,0.603140429143679,0.671866538100836,0.488063185895267
"Pseudoeurycea nigromaculata",0.339835083244527,0.752528106775687,0.534615362765093,0.447942897405263,0.162212446816182,0.367313366115333,0.746311725259094,0.483594809219446,0.612316538054169,0.294551715656131,0.800469073030617,0.385622564226644,0.599931475000612,0.655367284237967,0.3535655320277,0.532673267326733,0.483563989967451,0.373228522275733,0.549259951142406,0.436993084174607,0.586223872769888,0.286906334747236,0.466538669716807,0.430088228640374,0.570777027027027,0.611804231362935,0.573280749322159,0.237166449369839,0.627051426729002,0.552214881403661,0.228598583852112,0.610035530418389,0,0.427340574681716,0.454531422271224,0.493920591544768,0.362569172084027,0.464520867125625,0.381088485479974,0.465241027397878,0.382438887119827
"Pseudoeurycea rex",0.637597767976346,0.65104453253698,0.501141135470191,0.552733599301002,0.471936729262716,0.42502072616491,0.776773172495522,0.243810797731487,0.451521115001576,0.583045680421602,0.640913683979654,0.497553074749347,0.611419991959678,0.604955975266799,0.443541226841347,0.556429210826278,0.533204808305584,0.342179701420174,0.616775852176747,0.517643143793246,0.541356232904226,0.570761388120164,0.514091123129603,0.365999516085899,0.475365963758303,0.488242280589694,0.492630693763139,0.43289224952741,0.510506263448464,0.553137757291194,0.497440316453145,0.51988375270126,0.427340574681716,0,0.39477646911806,0.189601905655611,0.363408389660595,0.572809446927257,0.443759466585457,0.526495113241687,0.39050475068468
"Pseudoeurycea robertsi",0.60733530531288,0.660301953818828,0.595766291755345,0.590471922737366,0.493936859929474,0.38570753044095,0.7636064100644,0.458947368421053,0.579826086956522,0.61625574151312,0.710055813579966,0.490176465835953,0.61567869369418,0.535235476108628,0.384663926039835,0.556606282691569,0.565577306894991,0.37081460958881,0.61996709403036,0.53194528861895,0.576986345275522,0.605722873638474,0.448102473257478,0.326181654489421,0.324344853778959,0.44373989275683,0.402963636798889,0.48695751224513,0.581322539744465,0.461656677424312,0.480089107389768,0.387593266769996,0.454531422271224,0.39477646911806,0,0.44567540454486,0.367243952711507,0.524768011640431,0.408711308461439,0.544686293493982,0.367270950403127
"Pseudoeurycea sp",0.634966202730394,0.641201675909006,0.580838660052812,0.548662199886161,0.520871756777622,0.499149357748018,0.757566855316024,0.188387338452894,0.459746636551115,0.603988361475245,0.689424547708212,0.499944165023865,0.652515625194925,0.622653233715099,0.513513129929711,0.579715961980239,0.539418330399644,0.370978378220653,0.622359358492448,0.527492273043565,0.54000092660978,0.605464944052919,0.52547313976725,0.406024438204995,0.485159701416747,0.544578699934028,0.537854558800398,0.479425774014289,0.457219673359104,0.567475230611548,0.551342485451727,0.571525938619723,0.493920591544768,0.189601905655611,0.44567540454486,0,0.423437050827504,0.555593595441735,0.516146893093054,0.541087078738881,0.430914719477545
"Salamandra salamandra",0.535970425138632,0.535563335551063,0.575514081524637,0.346078326545292,0.380861571735122,0.262626932403759,0.686836045403842,0.434696529109695,0.587315434073212,0.531084947658688,0.625740487230076,0.311072423781578,0.591085371841954,0.455504837606922,0.263593577347386,0.532704083807323,0.326480309194374,0.179533921163054,0.473767105798717,0.352962987571077,0.574272692229201,0.517981745932889,0.475464205355866,0.336252555661091,0.519398951628235,0.499622247513805,0.437329960891005,0.284651735804648,0.571758545681896,0.509936314615098,0.431298934748654,0.521971123666038,0.362569172084027,0.363408389660595,0.367243952711507,0.423437050827504,0,0.365202791167073,0.31037320929337,0.367530270740355,0.240688133046167
"Taricha granulosa",0.411895397265484,0.592161870468622,0.57815143723841,0.374258522818843,0.439373843110933,0.365200172770669,0.785181129302689,0.591656480907075,0.725904855068733,0.522862610572176,0.636346245862617,0.257920210540297,0.698216704346735,0.615444585698751,0.356249153236204,0.605955649537677,0.413723701425938,0.338712829178017,0.410709002027977,0.298811100228755,0.656000517327449,0.511425666524159,0.555698319818959,0.514129176831907,0.614924211693999,0.679020536172009,0.664557050120078,0.436594921507789,0.744295235418389,0.679128095853565,0.487518126474219,0.685122311210815,0.464520867125625,0.572809446927257,0.524768011640431,0.555593595441735,0.365202791167073,0,0.402656345480254,0.33163305752927,0.410389617624856
"Taricha torosa",0.393561547239155,0.669564984893452,0.360224539118761,0.475618581896503,0.351922824174432,0.106959603880253,0.734124711559889,0.514149308236974,0.630769395961624,0.425657874748808,0.748814624205141,0.410296492016299,0.681633889619832,0.594972978794952,0.132792909818881,0.60850454369767,0.483627019215833,0.378340110088527,0.357694732422487,0.349167471115888,0.672304649386609,0.394863868597469,0.525313198239975,0.433648765427144,0.553200906688842,0.626006475645346,0.61740303351763,0.338291127575657,0.696435505554427,0.643672494800894,0.397339019397234,0.603140429143679,0.381088485479974,0.443759466585457,0.408711308461439,0.516146893093054,0.31037320929337,0.402656345480254,0,0.384145172796588,0.405893149064301
"Triturus cristatus",0.439097940303231,0.464584797583187,0.492802350503218,0.295011683507195,0.422744999516796,0.37778477449886,0.812361658315933,0.560438989409796,0.710074270326616,0.469854515079268,0.670090026486454,0.206056353386261,0.653433774439416,0.450453201880988,0.365212462229019,0.594852053788215,0.285328405258441,0.334330534084524,0.178987970328592,0.101067144022713,0.615111138179043,0.458039521280453,0.579244823598908,0.519403582616035,0.620628147253742,0.64188962677451,0.62065845725821,0.448630232105989,0.692560645758358,0.683225662731121,0.431037028343851,0.671866538100836,0.465241027397878,0.526495113241687,0.544686293493982,0.541087078738881,0.367530270740355,0.33163305752927,0.384145172796588,0,0.41446652268501
"Triturus marmoratus",0.536197286636294,0.634772197802491,0.58771523857828,0.340819391116305,0.365725473670653,0.373456011902431,0.731480308978093,0.426816698893498,0.626419557658275,0.480617549680713,0.712649208742099,0.372706534450119,0.601140830868465,0.519928625616,0.342810001062522,0.540880404654149,0.307829846884118,0.200947242238247,0.528020650481813,0.420146996367915,0.570695598085138,0.422709220904259,0.485245787101854,0.384579116223833,0.493595408831064,0.378703680163141,0.391614754876544,0.348420692538675,0.518602573597206,0.421428639924819,0.322306080403625,0.488063185895267,0.382438887119827,0.39050475068468,0.367270950403127,0.430914719477545,0.240688133046167,0.410389617624856,0.405893149064301,0.41446652268501,0
